ProductID,Current_Hotness,Peak_Hotness,Avg_Hotness,Current_Trend,Current_Views,Peak_CheckIn_Views,Latest_Snapshot,ProductName,Active_View_Intervals,Modification_Count,Last_Modified_At,Peak_CheckIn_Date,Demand_Score
4920836,0.3733885068188556,0.3889193624721271,0.3733885068188556,0.5191503376553791,430.0,92.0,2026-08-17 23:03:15,SR Grand Hotel Chiang Mai,144,6,2026-08-17 18:20:09,2026-08-18,34.55
4920839,0.3097770409766527,0.3548306430340541,0.3097770409766527,0.5059161620590158,17.0,8.0,2026-08-17 19:33:58,Kornwee Resort,15,0,,2026-08-27,23.47
4920841,0.3033740744437745,0.3194463074350314,0.3033740744437745,0.5122721074483805,36.0,20.0,2026-08-17 20:03:57,Rompalm Resort,22,0,,2026-08-17,23.79
4920844,0.42519174925681075,0.4538768819584218,0.42519174925681075,0.5144692310166226,957.0,418.0,2026-08-17 23:49:11,Nalay Noi Boutique Resort,26,5,2026-08-17 23:49:11,2026-08-28,29.03
4920857,0.46886910983369723,0.46886910983369723,0.46886910983369723,0.5089096392125623,348.0,348.0,2026-08-17 21:03:00,COCO HOME Homestay,8,1,2026-08-17 19:23:15,2026-08-18,29.47
4920860,0.3536997476774432,0.4055059683744116,0.3536997476774432,0.508617771063966,1695.0,628.0,2026-08-17 23:49:11,The Garden Home Resort Suphan Buri,56,3,2026-08-17 20:03:57,2026-08-17,28.02
4920882,0.33096768241749847,0.3504669472853156,0.33096768241749847,0.5065649629383836,364.0,77.0,2026-08-17 18:36:16,Niyom STN Hotel 2 (Ban Phue District),55,2,2026-08-17 18:20:09,2026-08-20,26.91
4920885,0.3576522407997787,0.3576522407997787,0.3576522407997787,0.5087334753343505,102.0,102.0,2026-08-17 14:53:50,Good Nine Hotel,12,0,,2026-08-17,25.25
4920890,0.3815474753742687,0.4200737044874176,0.3815474753742687,0.49976206396930756,220.0,86.0,2026-08-17 20:34:23,The Finn Hotel,20,4,2026-08-17 19:23:15,2026-08-24,26.55
4920895,0.36296325364076676,0.3867016851970423,0.36296325364076676,0.5079791987764448,183.0,141.0,2026-08-17 14:53:50,Dawee Resort Nakhon Si Thammarat,19,3,2026-08-17 13:52:19,2026-08-18,25.91
4920896,0.3476003983448431,0.3476003983448431,0.3476003983448431,0.5067203624543072,445.0,445.0,2026-08-17 17:36:48,The Resort Hotel at Photharam,10,1,2026-08-17 09:32:13,2026-08-17,24.71
4920904,0.4093376073265632,0.4279773901464289,0.4093376073265632,0.5065523729994901,259.0,209.0,2026-08-17 18:36:16,Nature Nut Resort,7,0,,2026-08-17,26.97
4920913,0.279743959759103,0.279743959759103,0.279743959759103,0.5062659962095297,1.0,1.0,2026-08-17 17:22:18,Luan Charoen Condo Ang thong,1,0,,2026-08-17,21.38
4920925,0.35269443625709257,0.46182988906509603,0.35269443625709257,0.5089408350404848,867.0,243.0,2026-08-17 22:48:21,One Budget Hotel Chiangrai Soi Sawan,142,1,2026-08-17 11:06:49,2026-09-14,33.42
4920929,0.42508426197487204,0.42508426197487204,0.42508426197487204,0.5106938469804352,129.0,129.0,2026-08-17 14:53:50,Baanna Place,7,1,2026-08-17 13:22:31,2026-08-17,27.67
4920938,0.3295260161389331,0.3295260161389331,0.3295260161389331,0.508105740562726,5.0,5.0,2026-08-17 18:20:09,Yuliang Resort,5,0,,2026-08-17,23.66
4920945,0.2970712524743973,0.30945366400580215,0.2970712524743973,0.5145201617693039,13.0,8.0,2026-08-17 17:53:13,Beelive Hotel Surin,13,0,,2026-08-20,23.0
4920954,0.3426964266671891,0.3426964266671891,0.3426964266671891,0.5083687164958016,96.0,96.0,2026-08-17 12:52:22,Newman Hotel Donmuaeng,8,0,,2026-09-05,24.39
4920962,0.44720957520600946,0.44720957520600946,0.44720957520600946,0.5130995928790997,1241.0,1241.0,2026-08-17 12:07:21,Baan Suwanna Khon Kaen,12,2,2026-08-17 10:04:37,2026-08-19,29.0
4920974,0.40623847707971816,0.43147008977822754,0.40623847707971816,0.5081125090790103,1816.0,596.0,2026-08-17 19:48:55,Pillow Inn Chachoengsao,51,2,2026-08-17 19:48:55,2026-08-19,29.8
4920975,0.323485882696126,0.3346190450201427,0.323485882696126,0.506675611708559,6.0,4.0,2026-08-17 14:53:50,P2 Garden View Sibunruang,4,0,,2026-08-17,23.33
4920976,0.3038372379170394,0.33207034531939117,0.3038372379170394,0.5094494467440274,86.0,70.0,2026-08-17 09:17:22,Nana Residence,24,0,,2026-08-17,23.88
4920978,0.32491436654201494,0.32491436654201494,0.32491436654201494,0.5082362887280377,247.0,247.0,2026-08-17 12:38:18,Sky & Star Loft,15,0,,2026-09-15,24.14
4920980,0.37229909368652053,0.4012025918346133,0.37229909368652053,0.507693249847602,777.0,520.0,2026-08-17 21:18:14,Nam Pueng Resort Phatthalung,33,3,2026-08-17 21:18:14,2026-08-22,27.21
4920981,0.288831561825822,0.288831561825822,0.288831561825822,0.5075462079037276,10.0,10.0,2026-08-17 19:33:58,Waewwaw Garden Resort,8,0,,2026-08-17,22.22
4920985,0.32018083022487,0.32301521373744574,0.32018083022487,0.5086986036781882,22.0,13.0,2026-08-17 23:33:38,Calinton Hotel,12,0,,2026-09-05,23.75
4920988,0.35443237172571335,0.4176718819520377,0.35443237172571335,0.5085493712241682,360.0,151.0,2026-08-17 22:17:37,Ratchapruek DC Resort Angthong,49,1,2026-08-17 20:34:23,2026-08-24,27.5
4920991,0.45024893159386975,0.4816617666093935,0.45024893159386975,0.5096231567086549,294.0,236.0,2026-08-17 20:34:23,Golden Nest Hotel Suvarnabhumi,9,2,2026-08-17 20:34:23,2026-08-18,28.8
4921004,0.27261469407037425,0.27261469407037425,0.27261469407037425,0.5074995588535515,8.0,8.0,2026-08-17 21:18:14,Ton Palm Resort Li,8,0,,2026-08-17,21.57
4921008,0.32609795438457606,0.3338207859755235,0.32609795438457606,0.5255099830575233,21.0,14.0,2026-08-17 19:33:58,Morakot Resort Phatthana Nikhom,14,0,,2026-08-17,24.45
4921009,0.3345245590071854,0.3345245590071854,0.3345245590071854,0.5093128100662888,23.0,23.0,2026-08-17 23:49:11,Ingna Resort Chanuman,5,0,,2026-08-17,23.89
4921012,0.37888578334984246,0.3856809168155907,0.37888578334984246,0.5149870275934901,146.0,89.0,2026-08-17 22:48:21,Super Highway Hotel,50,4,2026-08-17 13:07:27,2026-08-19,28.66
4921023,0.37553159591389335,0.37553159591389335,0.37553159591389335,0.5091500464043415,68.0,68.0,2026-08-17 18:07:58,Ceniq Hotel Lampang,4,0,,2026-08-17,25.46
4921024,0.32191565272745964,0.39284582119760697,0.32191565272745964,0.5086186583032573,224.0,140.0,2026-08-17 23:49:11,Lerdsup Hotel,33,2,2026-08-17 19:23:15,2026-08-17,25.17
4921032,0.4125334953434487,0.4311406747809685,0.4125334953434487,0.507075579646351,5514.0,1179.0,2026-08-17 21:32:42,The Pride Hotel Phitsanulok,171,33,2026-08-17 19:48:55,2026-08-24,37.96
4921036,0.32846372203511387,0.32846372203511387,0.32846372203511387,0.5091178276100546,58.0,58.0,2026-08-17 22:02:24,Nao Ta Chuang Resort Thungsong,16,0,,2026-09-10,24.35
4921038,0.31819531915954447,0.33759318854501363,0.31819531915954447,0.5075221173028213,953.0,536.0,2026-08-17 22:34:52,314 Art Hotel Nakhonsawan,46,0,,2026-08-18,25.88
4921040,0.283493626249287,0.283493626249287,0.283493626249287,0.5068881885090801,4.0,4.0,2026-08-17 17:36:48,Chokdee Resort Nonghan,2,0,,2026-09-07,21.61
4921043,0.37023065333756916,0.37748968248183784,0.37023065333756916,0.5126799317717636,437.0,293.0,2026-08-17 12:52:22,The Hub Hotel & Fitness Surin,16,0,,2026-08-20,26.12
4921044,0.28943732110198217,0.28943732110198217,0.28943732110198217,0.5100863042266104,8.0,8.0,2026-08-17 12:22:25,ibis Chiang Mai Nimman Journeyhub,8,0,,2026-09-13,22.29
4921053,0.3842323411584869,0.4432369331161504,0.3842323411584869,0.5117033679567333,2365.0,656.0,2026-08-17 23:49:11,Wellness Stay & Hotel Sukhumvit 107,47,4,2026-08-17 22:02:24,2026-09-03,28.77
4921059,0.4298525955852688,0.43539226302861395,0.4298525955852688,0.5092653727801398,669.0,377.0,2026-08-17 21:48:04,Greenplace Sikhio,25,3,2026-08-17 20:03:57,2026-08-19,29.02
4921064,0.3484795677875441,0.39566779656315576,0.3484795677875441,0.5086867782562092,1315.0,388.0,2026-08-17 14:53:50,PT Grand Hotel,90,2,2026-08-17 14:53:50,2026-08-17,29.96
4921067,0.2776139129573173,0.2799487675086177,0.2776139129573173,0.5075281760926011,12.0,8.0,2026-08-17 23:49:11,San Sabai Resort,12,0,,2026-08-19,22.02
4921072,0.3577239440538724,0.3584311965074173,0.3577239440538724,0.5096170914436183,915.0,314.0,2026-08-17 10:04:37,The Bedrooms Boutique Hotel Bangkok,24,0,,2026-09-06,26.1
4921074,0.387343038532322,0.41581930232045633,0.387343038532322,0.5143655663610329,130.0,89.0,2026-08-17 14:06:34,Smart Place,16,1,2026-08-17 12:52:22,2026-08-30,26.81
4921081,0.32418927112282864,0.32418927112282864,0.32418927112282864,0.5231256963554192,3.0,3.0,2026-08-17 14:53:50,Amorn Inn Resort,3,0,,2026-08-17,23.62
4921083,0.344912543974492,0.344912543974492,0.344912543974492,0.5013762511412466,5.0,5.0,2026-08-17 14:53:50,Kanrawee Place Lampang,5,0,,2026-08-17,24.14
4921090,0.400731114406428,0.4872111514218054,0.400731114406428,0.5116157297445473,1139.0,321.0,2026-08-17 22:02:24,AT Apartment,60,4,2026-08-17 22:02:24,2026-08-24,30.18
4921091,0.37115707303624,0.37115707303624,0.37115707303624,0.5073672322954076,13.0,13.0,2026-08-17 00:02:53,Google House Hotel Loeng Nok Tha Resort,1,0,,2026-09-05,25.06
4921092,0.32511195795251885,0.3483766995105199,0.32511195795251885,0.5115667855750993,40.0,31.0,2026-08-17 18:36:16,Yello Block Roi Et,24,0,,2026-08-21,24.77
4921094,0.29830721656616427,0.30553683899192974,0.29830721656616427,0.5150121207534321,38.0,8.0,2026-08-17 19:33:58,Aomsub Resort & Apartment Ayutthaya,38,0,,2026-08-21,24.66
4921096,0.3879663107111757,0.4358174079715537,0.3879663107111757,0.5125896542353746,3868.0,1854.0,2026-08-17 23:49:11,Suntree Residence Sakon Nakhon,52,4,2026-08-17 23:03:15,2026-08-17,29.36
4921104,0.32107795817199347,0.35852714326056084,0.32107795817199347,0.5080543020614167,47.0,34.0,2026-08-17 23:49:11,Merry Spa and Resort Trang,7,0,,2026-08-17,23.45
4921106,0.3369615688845511,0.3510428038444739,0.3369615688845511,0.507226344477759,48.0,8.0,2026-08-17 13:37:39,Nakaracha Apartment Pak Chong,48,0,,2026-08-24,26.69
4921112,0.3530148028724789,0.3791387721797159,0.3530148028724789,0.5103150477137323,617.0,168.0,2026-08-17 13:52:19,N24 Chonburi,90,7,2026-08-17 11:20:43,2026-08-22,30.12
4921119,0.3931839233248595,0.4550449583471944,0.3931839233248595,0.5096582450479917,1038.0,437.0,2026-08-17 18:07:58,Bongkod Hotel,24,0,,2026-08-25,27.53
4921121,0.36852940138897416,0.38849288109217506,0.36852940138897416,0.5068159673381879,3300.0,996.0,2026-08-17 19:48:55,Sleep hotel Chachoengsao,67,5,2026-08-17 14:37:20,2026-08-17,29.39
4921125,0.27491898871268194,0.2914703927627738,0.27491898871268194,0.5071839049492924,23.0,10.0,2026-08-17 23:49:11,Rai chao Aey Chatturat,17,0,,2026-08-17,22.23
4921127,0.3452684070688412,0.36001123939933666,0.3452684070688412,0.5115859649140102,149.0,57.0,2026-08-17 23:49:11,Rungthip Resort,49,0,,2026-08-18,27.18
4921129,0.42381994828767994,0.44263919891467063,0.42381994828767994,0.5129307362737555,1082.0,399.0,2026-08-17 23:49:11,Wellington Hotel Prachuapkhirikhan,41,5,2026-08-17 13:52:19,2026-08-19,29.91
4921137,0.3520431821759562,0.3675152280667629,0.3520431821759562,0.5082275983676338,235.0,107.0,2026-08-17 22:48:21,Baansuanloongpom Sangkhlaburi,25,0,,2026-08-23,25.86
4921138,0.30538837440932787,0.30538837440932787,0.30538837440932787,0.5141630739784419,6.0,6.0,2026-08-17 18:36:16,Phetsuwan Hotel Phetchabun,6,0,,2026-08-17,22.88
4921140,0.2955151821772953,0.2955151821772953,0.2955151821772953,0.506675611708559,3.0,3.0,2026-08-17 17:53:13,Mark and Minnie Bangsaphan Resort,3,0,,2026-08-18,22.15
4921142,0.2765455012404033,0.2765455012404033,0.2765455012404033,0.5068262299704924,7.0,7.0,2026-08-17 14:53:50,R5 Resortel Krabi,7,0,,2026-08-19,21.65
4921149,0.3731652497229017,0.38422496354847735,0.3731652497229017,0.5036273356177217,197.0,106.0,2026-08-17 21:18:14,Saney Apartment,18,3,2026-08-17 20:19:27,2026-08-17,26.16
4921156,0.37511920161067985,0.37511920161067985,0.37511920161067985,0.5117637830826294,59.0,59.0,2026-08-17 17:53:13,Klaang Muang Hotel Rayong,4,0,,2026-08-17,25.5
4921158,0.42310330622494313,0.48315120531164585,0.42310330622494313,0.5077084021226687,1550.0,415.0,2026-08-17 23:49:11,Glory Boutique Suites,57,8,2026-08-17 23:03:15,2026-08-18,30.83
4921162,0.36028684569703107,0.3895860765379768,0.36028684569703107,0.5115272591343477,436.0,164.0,2026-08-17 17:36:48,Field Town Apartment,12,0,,2026-08-24,25.44
4921172,0.3370163873706628,0.3537075814668356,0.3370163873706628,0.49940484857137335,1378.0,1313.0,2026-08-17 23:49:11,Fah Prathan Boutique Resort,11,1,2026-08-17 23:03:15,2026-08-17,24.27
4921191,0.3056289085292572,0.3056289085292572,0.3056289085292572,0.516244942770925,12.0,12.0,2026-08-17 22:34:52,Check-in Resort Chainat,8,0,,2026-08-24,23.06
4921194,0.41503563151071093,0.4709316626862674,0.41503563151071093,0.5141495250710177,2253.0,490.0,2026-08-17 23:49:11,The Neuf Ratchada,92,14,2026-08-17 22:48:21,2026-09-14,32.92
4921214,0.2864916348357291,0.28787820917678986,0.2864916348357291,0.5083946907846001,12.0,6.0,2026-08-17 19:48:55,Kabinburi Resort,12,0,,2026-08-19,22.4
4921226,0.3374868612130253,0.40323209394133747,0.3374868612130253,0.5111958576085438,5250.0,1278.0,2026-08-17 23:49:11,All Times Hotel,169,9,2026-08-17 13:07:27,2026-08-18,34.89
4921227,0.4220617390522293,0.44092573041736566,0.4220617390522293,0.5110094081112019,921.0,227.0,2026-08-17 23:49:11,The Pillows Boutique Hotel,37,2,2026-08-17 22:34:52,2026-09-02,29.53
4921230,0.4121484889299555,0.4697032948765462,0.4121484889299555,0.5030801231305355,131.0,70.0,2026-08-17 20:03:57,A Hotel Cozy,12,3,2026-08-17 19:33:58,2026-08-18,27.32
4921233,0.3195688273924418,0.3195688273924418,0.3195688273924418,0.5067780531355374,44.0,44.0,2026-08-17 23:49:11,Mali House Sakon Nakhon,21,0,,2026-08-18,24.26
4921234,0.31655184879317566,0.31655184879317566,0.31655184879317566,0.510603701420251,9.0,9.0,2026-08-17 23:49:11,Baan Bussaba Hotel Trang,7,0,,2026-08-19,23.32
4921261,0.2829082997186234,0.2829082997186234,0.2829082997186234,0.5077876032766363,16.0,16.0,2026-08-17 22:34:52,My House Mueang Phrae,10,0,,2026-08-17,22.11
4921274,0.3697359621429341,0.3697359621429341,0.3697359621429341,0.506675611708559,10.0,6.0,2026-08-17 14:53:50,N&N Resort Nong Bua Lamphu,6,0,,2026-08-17,25.31
4921289,,,,,1.0,1.0,2026-08-17 23:49:11,Baan Thung Home Stay Surin,1,0,,2026-08-17,0.06
4921302,0.40110999803314884,0.41794739725808266,0.40110999803314884,0.5098987332897171,889.0,472.0,2026-08-17 11:06:49,SOPISA boutique hotel Ayutthaya,23,1,2026-08-17 01:16:32,2026-08-17,27.77
4921314,0.3545104327916433,0.3847919673874646,0.3545104327916433,0.5059917902886638,1831.0,1128.0,2026-08-17 23:49:11,Morocc Hotel Chachoengsao,37,5,2026-08-17 19:23:15,2026-08-17,26.79
4921336,0.43852829352344114,0.45044996213672295,0.43852829352344114,0.5143331005109475,3996.0,618.0,2026-08-17 23:03:15,Ascott Embassy Sathorn Bangkok,78,2,2026-08-17 23:03:15,2026-08-24,33.09
4921347,0.4007082627053237,0.4007082627053237,0.4007082627053237,0.5092601199874166,51.0,51.0,2026-08-17 14:53:50,S. Sriracha Hotel and Residence,15,1,2026-08-17 13:07:27,2026-08-21,27.18
4921349,0.35491675605191597,0.38604217465721347,0.35491675605191597,0.5140609021464123,240.0,103.0,2026-08-17 18:20:09,Arthitaya Green Nature Hotel & Lakkhana Poolside Resort,17,0,,2026-08-17,25.58
4921362,0.4076497446917386,0.4076497446917386,0.4076497446917386,0.5222274580026967,325.0,325.0,2026-08-17 23:03:15,iCheck inn Darisa Patong,8,0,,2026-08-24,27.28
4921366,0.2815810071044988,0.28316643229534944,0.2815810071044988,0.5076317513450123,16.0,8.0,2026-08-17 14:53:50,Pohsang Maeom Resort,16,0,,2026-08-17,22.44
4921373,0.374848217470208,0.3849949271791126,0.374848217470208,0.512080211916863,304.0,72.0,2026-08-17 23:18:04,Good For You Resort Pak Khat,53,0,,2026-08-19,28.64
4921378,0.3560148069973958,0.3680018890186403,0.3560148069973958,0.5091577044182891,27.0,8.0,2026-08-17 00:02:53,Tonfern Hotel Khonkaen,4,0,,2026-08-22,24.68
4921403,0.4077146766836166,0.4110024969004393,0.4077146766836166,0.5103709712866326,149.0,56.0,2026-08-17 09:17:22,Ban Rai Nai Suan,24,4,2026-08-17 08:44:30,2026-08-19,28.06
4921405,0.32184560594696376,0.3337807802589368,0.32184560594696376,0.5190229677679296,33.0,6.0,2026-08-17 19:23:15,Chokchai Mansion Bang Bua Thong,33,0,,2026-08-17,25.37
4921421,0.3747040504305326,0.47553207954437765,0.3747040504305326,0.5166497481660383,425.0,146.0,2026-08-17 23:49:11,Manomon Residence,79,2,2026-08-17 19:48:55,2026-08-17,30.4
4921427,0.3664620011209354,0.3664620011209354,0.3664620011209354,0.5134742291418216,64.0,64.0,2026-08-17 13:52:19,Pohnphansa Boutique Hotel,11,0,,2026-08-19,25.64
4921432,0.39238836264440347,0.3941814888697796,0.39238836264440347,0.5114590072744597,76.0,40.0,2026-08-17 10:35:27,T-OneHome,16,0,,2026-08-19,26.95
4921438,0.45804928414563034,0.5233638564517267,0.45804928414563034,0.5391660279637007,4293.0,1651.0,2026-08-17 17:36:48,V Square Serviced Apartment,28,3,2026-08-17 08:30:13,2026-08-23,31.2
4921450,0.38000147097285586,0.4010683017608845,0.38000147097285586,0.5124473326118297,4093.0,858.0,2026-08-17 14:53:50,Phuket Emerald Beach Resort,60,0,,2026-09-11,29.57
4921453,0.3293271322415352,0.3561082389982952,0.3293271322415352,0.5292818000342098,20.0,10.0,2026-08-17 23:49:11,Goodday Hotel Khon Kaen,17,0,,2026-08-20,24.85
4921456,0.29800229380565174,0.29800229380565174,0.29800229380565174,0.5085163795081838,13.0,12.0,2026-08-17 23:49:11,The Betel Hotel Trat,8,0,,2026-08-17,22.6
4921470,0.35758541560358653,0.35758541560358653,0.35758541560358653,0.5069174000275478,124.0,124.0,2026-08-17 12:52:22,IM Residence Chiangmai,8,0,,2026-08-18,24.96
4921572,0.3812123013501716,0.38647506172773194,0.3812123013501716,0.5201563220547415,1254.0,425.0,2026-08-17 14:53:50,Aster Canopy Suites & Living,24,0,,2026-08-20,27.27
4921766,0.350646250148293,0.37612328553248764,0.350646250148293,0.5119990140054057,458.0,191.0,2026-08-17 18:36:16,Chanthana Boutique Hotel,54,4,2026-08-17 14:53:50,2026-09-02,27.75
4921910,0.3179049589897462,0.3365888413779024,0.3179049589897462,0.5098274063364229,63.0,27.0,2026-08-17 20:03:57,Impact Challenger Muang Thong Thani Apartment,18,0,,2026-08-24,24.07
4921964,0.39527433319525246,0.4021885446930267,0.39527433319525246,0.5087231072896081,98.0,63.0,2026-08-17 18:20:09,Khaohom Resort,14,3,2026-08-17 18:20:09,2026-08-17,26.89
4922295,0.36410726297277113,0.4118767126037233,0.36410726297277113,0.5078266981601897,731.0,563.0,2026-08-17 23:33:38,Sealight Hotel Songkhla,30,3,2026-08-17 23:18:04,2026-08-22,26.69
4922505,0.3594869475167366,0.4322109625038781,0.3594869475167366,0.5071167818659246,161.0,114.0,2026-08-17 17:36:48,Mymemory Mueang Loei,15,1,2026-08-17 12:52:22,2026-08-17,25.49
4922553,0.3642817677899433,0.3642817677899433,0.3642817677899433,0.5060633818297509,51.0,51.0,2026-08-17 18:20:09,One Budget Hotel Chiang Saen,5,1,2026-08-17 17:22:18,2026-08-18,25.02
4922559,0.35273137860676645,0.3667530990479475,0.35273137860676645,0.5083797298382519,474.0,157.0,2026-08-17 23:49:11,Korner Grand Hotel,42,2,2026-08-17 19:48:55,2026-08-18,26.99
4922560,0.3547034191420894,0.36024064561826796,0.3547034191420894,0.5159100076286108,227.0,96.0,2026-08-17 20:48:25,Geen Hotel Chonburi,117,7,2026-08-17 20:34:23,2026-08-18,32.0
4922564,0.2909782818892981,0.2909782818892981,0.2909782818892981,0.5137089869464982,3.0,3.0,2026-08-17 23:49:11,Tha Phon Residence,3,0,,2026-08-18,22.11
4922568,0.28464700769954293,0.28464700769954293,0.28464700769954293,0.5085594605946678,10.0,10.0,2026-08-17 20:19:27,RUS Hotel & Convention Ayutthaya,6,0,,2026-09-07,21.94
4922577,0.29681401213709585,0.35057208122840156,0.29681401213709585,0.5073535741384749,110.0,18.0,2026-08-17 23:49:11,Sherlyn Hotel&Cafe,87,0,,2026-09-03,27.59
4922578,0.36545439359368037,0.3836668740729336,0.36545439359368037,0.505313709758382,507.0,438.0,2026-08-17 21:32:42,Red Heritage Hotel,16,0,,2026-08-18,25.78
4922630,0.3263132046560734,0.3263132046560734,0.3263132046560734,0.5073204144805943,34.0,34.0,2026-08-17 19:23:15,Baan Khun Yai Wianghaeng,15,0,,2026-08-17,24.16
4922632,0.2850830355053175,0.2850830355053175,0.2850830355053175,0.5068100135373347,13.0,13.0,2026-08-17 10:50:17,Phetkham Resort,8,0,,2026-08-23,22.05
4922640,0.35898808860944,0.38361789781982086,0.35898808860944,0.5083204003536277,229.0,190.0,2026-08-17 18:36:16,Modern Resort Phichit,38,4,2026-08-17 18:07:58,2026-08-19,26.97
4922648,0.3836871647238563,0.3836871647238563,0.3836871647238563,0.5041569478496752,26.0,26.0,2026-08-17 18:36:16,Sumran Resort Dan Khun Thot,6,1,2026-08-17 18:36:16,2026-08-19,25.82
4922657,0.4672015898979573,0.4672015898979573,0.4672015898979573,0.5069899283098762,27.0,27.0,2026-08-17 00:02:53,City Room Terminal 10,1,0,,2026-08-16,28.89
4922660,0.35411647858044937,0.35411647858044937,0.35411647858044937,0.48148575807414656,41.0,41.0,2026-08-17 14:53:50,EXII Hotel,3,1,2026-08-17 14:06:34,2026-08-21,23.99
4922681,0.4175065664725452,0.433280513320888,0.4175065664725452,0.5117578008010414,1044.0,395.0,2026-08-17 23:03:15,Ezy Inn,119,21,2026-08-17 23:03:15,2026-08-18,34.61
4922687,0.3666504157987772,0.3666504157987772,0.3666504157987772,0.4999717812225598,61.0,61.0,2026-08-17 17:36:48,We Resident Hotel,4,0,,2026-08-17,24.93
4922688,0.37065325881712824,0.3791202687652437,0.37065325881712824,0.515939502990906,409.0,118.0,2026-08-17 23:49:11,iCheck inn Darisa Ngamwongwan,36,0,,2026-09-03,27.47
4922699,0.2846813320964156,0.2846813320964156,0.2846813320964156,0.5084600176038249,11.0,11.0,2026-08-17 09:02:13,Inbhirom Resort,8,0,,2026-08-24,22.07
4922712,0.4103044772776162,0.4103044772776162,0.4103044772776162,0.5007802213049876,107.0,107.0,2026-08-17 11:37:14,One Chumphon Hotel,8,3,2026-08-17 11:06:49,2026-08-17,26.95
4922714,0.367661550359863,0.367661550359863,0.367661550359863,0.506675611708559,10.0,10.0,2026-08-17 23:49:11,Anya Resort Charoensin,5,0,,2026-08-18,25.16
4922716,0.4110413199633117,0.4110413199633117,0.4110413199633117,0.5057883212878101,79.0,79.0,2026-08-17 19:48:55,The Peach Hotel Phetchaburi,7,2,2026-08-17 19:48:55,2026-08-17,27.01
4922724,0.38966273108139593,0.38966273108139593,0.38966273108139593,0.5215439649413101,8.0,8.0,2026-08-17 14:53:50,GO Hotel Chonburi at Central Chonburi,2,0,,2026-08-18,26.15
4922732,0.27456105680633525,0.27456105680633525,0.27456105680633525,0.5037891524277697,8.0,8.0,2026-08-17 21:18:14,The Home Khao Luang,8,0,,2026-08-17,21.57
4922753,0.2914127275935956,0.293896604999953,0.2914127275935956,0.5089595734288332,28.0,24.0,2026-08-17 23:49:11,16 Singha Resort,13,0,,2026-09-07,22.67
4922757,0.3647240587226266,0.40827750204239627,0.3647240587226266,0.5118227404686206,281.0,230.0,2026-08-17 22:34:52,D-2 Home Chanthaburi,23,2,2026-08-17 22:34:52,2026-08-22,26.31
4922763,0.30524385436112916,0.30524385436112916,0.30524385436112916,0.5122461980872742,20.0,20.0,2026-08-17 14:53:50,DeeDara Phrae,9,0,,2026-08-18,23.03
4922778,0.36987872522027787,0.37179138684017554,0.36987872522027787,0.5132366423830311,2150.0,572.0,2026-08-17 21:18:14,Hotel Midtown Ratsada,32,1,2026-08-17 19:33:58,2026-09-02,27.26
4922780,0.29919268591118586,0.30237745181111375,0.29919268591118586,0.5105396954073719,14.0,7.0,2026-08-17 14:37:20,Baan Chang Resort Rayong,14,0,,2026-08-19,23.07
4922788,0.393877888682049,0.393877888682049,0.393877888682049,0.5089329424750724,1202.0,1202.0,2026-08-17 12:38:18,Baanpak Buhnga 199 Resort Chainat,16,1,2026-08-17 12:38:18,2026-08-20,27.04
4924338,0.37255615933046693,0.4086688353475488,0.37255615933046693,0.5061514506969269,221.0,120.0,2026-08-17 19:33:58,Get Sleep @Tha Sala,14,4,2026-08-17 19:33:58,2026-08-25,25.94
4926749,0.5137222322267619,0.522348392817338,0.5137222322267619,0.5126265569929892,1773.0,318.0,2026-08-17 21:03:00,Nest n Rest Hotel,56,3,2026-08-17 19:48:55,2026-08-22,34.5
4930824,0.3660235848677243,0.3660235848677243,0.3660235848677243,0.5151142018078048,104.0,104.0,2026-08-17 14:53:50,ONE Hotel Navanakorn,13,1,2026-08-17 13:22:31,2026-08-19,25.78
4931453,0.3330937774572438,0.3330937774572438,0.3330937774572438,0.5344501512266439,8.0,8.0,2026-08-17 22:34:52,Best Western Ratchada Hotel,8,0,,2026-08-20,24.52
4931455,0.3534054691714537,0.37993820319386923,0.3534054691714537,0.5084740916268798,1347.0,581.0,2026-08-17 19:48:55,HT9 Hotel,77,5,2026-08-17 19:48:55,2026-09-07,29.32
4932108,0.3126270963566423,0.3126270963566423,0.3126270963566423,0.515628851959747,6.0,6.0,2026-08-17 20:19:27,View Thara Resort,6,0,,2026-08-17,23.2
4932284,0.3592529593045906,0.41073967202341904,0.3592529593045906,0.5107668303778676,525.0,120.0,2026-08-17 22:48:21,Alto Hotel M - Maesot,72,1,2026-08-17 10:19:48,2026-08-18,29.22
4932291,0.41499548742509484,0.42215687787884604,0.41499548742509484,0.5115307237224527,624.0,475.0,2026-08-17 18:36:16,Cozy Blu Suvarnabhumi,15,0,,2026-08-17,27.83
4932292,0.3917018754312118,0.44300497690742713,0.3917018754312118,0.5102290389659627,3042.0,865.0,2026-08-17 23:49:11,The Bed's 304,99,10,2026-08-17 23:03:15,2026-08-20,32.41
4932301,0.28302520134498804,0.28302520134498804,0.28302520134498804,0.5053362575194486,13.0,13.0,2026-08-17 02:45:01,Stay Collection Nimman Chiangmai,7,0,,2026-09-07,21.88
4932309,0.41649143644990827,0.452392962362653,0.41649143644990827,0.5128422606814045,33.0,27.0,2026-08-17 12:52:22,Trattara Boutique Hotel,9,0,,2026-08-29,27.49
